model_id,family,version,local_or_api,category,tasks_supported,languages,streaming_support,realtime_latency_target_ms,base_weights,runtime,quantization,hardware_reqs,context_or_max_audio,benchmarks,license,pricing,docs_url,community_signal,integration_complexity,known_failure_modes,ideal_use_cases,avoid_when,notes,implementation_priority,maturity_level,latency_class,cost_class,packaging_targets,eval_suites,evidence_links,last_reviewed_utc,consent_risk,maintenance_risk
distil-whisper-medium-en-transformers-hf-int8,Distil-Whisper,distil-whisper-medium.en,Local,ASR,"ASR, transcription",English for *.en; otherwise depends on checkpoint,Chunked streaming possible,,medium.en,transformers (HF),int8,CPU or GPU; fp16 on GPU recommended,Chunked processing; 30s windows typical,See distil-whisper + runtime docs; designed for faster inference,See model card and repo,,https://huggingface.co/distil-whisper,high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",Lower latency transcription on local hardware,Need maximum accuracy on hard audio,Distilled checkpoints; verify language coverage per model card.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
distil-whisper-medium-en-faster-whisper-ctranslate2-fp16,Distil-Whisper,distil-whisper-medium.en,Local,ASR,"ASR, transcription",English for *.en; otherwise depends on checkpoint,Chunked streaming possible,,medium.en,faster-whisper (CTranslate2),fp16,CPU ok; GPU recommended for throughput,Chunked processing; 30s windows typical,See distil-whisper + runtime docs; designed for faster inference,See model card and repo,,https://huggingface.co/distil-whisper,high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",Lower latency transcription on local hardware,Need maximum accuracy on hard audio,Distilled checkpoints; verify language coverage per model card.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
distil-whisper-medium-en-faster-whisper-ctranslate2-int8,Distil-Whisper,distil-whisper-medium.en,Local,ASR,"ASR, transcription",English for *.en; otherwise depends on checkpoint,Chunked streaming possible,,medium.en,faster-whisper (CTranslate2),int8,CPU ok; GPU recommended for throughput,Chunked processing; 30s windows typical,See distil-whisper + runtime docs; designed for faster inference,See model card and repo,,https://huggingface.co/distil-whisper,high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",Lower latency transcription on local hardware,Need maximum accuracy on hard audio,Distilled checkpoints; verify language coverage per model card.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
distil-whisper-medium-en-faster-whisper-ctranslate2-int4,Distil-Whisper,distil-whisper-medium.en,Local,ASR,"ASR, transcription",English for *.en; otherwise depends on checkpoint,Chunked streaming possible,,medium.en,faster-whisper (CTranslate2),int4,CPU ok; GPU recommended for throughput,Chunked processing; 30s windows typical,See distil-whisper + runtime docs; designed for faster inference,See model card and repo,,https://huggingface.co/distil-whisper,high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",Lower latency transcription on local hardware,Need maximum accuracy on hard audio,Distilled checkpoints; verify language coverage per model card.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
distil-whisper-medium-en-whisper-cpp-int8,Distil-Whisper,distil-whisper-medium.en,Local,ASR,"ASR, transcription",English for *.en; otherwise depends on checkpoint,Chunked streaming possible,,medium.en,whisper.cpp,int8,CPU; Apple Silicon Metal acceleration available,Chunked processing; 30s windows typical,See distil-whisper + runtime docs; designed for faster inference,See model card and repo,,https://huggingface.co/distil-whisper,high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",Lower latency transcription on local hardware,Need maximum accuracy on hard audio,Distilled checkpoints; verify language coverage per model card.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
distil-whisper-medium-en-whisper-cpp-int4,Distil-Whisper,distil-whisper-medium.en,Local,ASR,"ASR, transcription",English for *.en; otherwise depends on checkpoint,Chunked streaming possible,,medium.en,whisper.cpp,int4,CPU; Apple Silicon Metal acceleration available,Chunked processing; 30s windows typical,See distil-whisper + runtime docs; designed for faster inference,See model card and repo,,https://huggingface.co/distil-whisper,high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",Lower latency transcription on local hardware,Need maximum accuracy on hard audio,Distilled checkpoints; verify language coverage per model card.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
distil-whisper-small-en-transformers-hf-fp16,Distil-Whisper,distil-whisper-small.en,Local,ASR,"ASR, transcription",English for *.en; otherwise depends on checkpoint,Chunked streaming possible,,small.en,transformers (HF),fp16,CPU or GPU; fp16 on GPU recommended,Chunked processing; 30s windows typical,See distil-whisper + runtime docs; designed for faster inference,See model card and repo,,https://huggingface.co/distil-whisper,high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",Lower latency transcription on local hardware,Need maximum accuracy on hard audio,Distilled checkpoints; verify language coverage per model card.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
distil-whisper-small-en-transformers-hf-int8,Distil-Whisper,distil-whisper-small.en,Local,ASR,"ASR, transcription",English for *.en; otherwise depends on checkpoint,Chunked streaming possible,,small.en,transformers (HF),int8,CPU or GPU; fp16 on GPU recommended,Chunked processing; 30s windows typical,See distil-whisper + runtime docs; designed for faster inference,See model card and repo,,https://huggingface.co/distil-whisper,high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",Lower latency transcription on local hardware,Need maximum accuracy on hard audio,Distilled checkpoints; verify language coverage per model card.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
distil-whisper-small-en-faster-whisper-ctranslate2-fp16,Distil-Whisper,distil-whisper-small.en,Local,ASR,"ASR, transcription",English for *.en; otherwise depends on checkpoint,Chunked streaming possible,,small.en,faster-whisper (CTranslate2),fp16,CPU ok; GPU recommended for throughput,Chunked processing; 30s windows typical,See distil-whisper + runtime docs; designed for faster inference,See model card and repo,,https://huggingface.co/distil-whisper,high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",Lower latency transcription on local hardware,Need maximum accuracy on hard audio,Distilled checkpoints; verify language coverage per model card.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
distil-whisper-small-en-faster-whisper-ctranslate2-int8,Distil-Whisper,distil-whisper-small.en,Local,ASR,"ASR, transcription",English for *.en; otherwise depends on checkpoint,Chunked streaming possible,,small.en,faster-whisper (CTranslate2),int8,CPU ok; GPU recommended for throughput,Chunked processing; 30s windows typical,See distil-whisper + runtime docs; designed for faster inference,See model card and repo,,https://huggingface.co/distil-whisper,high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",Lower latency transcription on local hardware,Need maximum accuracy on hard audio,Distilled checkpoints; verify language coverage per model card.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
distil-whisper-small-en-faster-whisper-ctranslate2-int4,Distil-Whisper,distil-whisper-small.en,Local,ASR,"ASR, transcription",English for *.en; otherwise depends on checkpoint,Chunked streaming possible,,small.en,faster-whisper (CTranslate2),int4,CPU ok; GPU recommended for throughput,Chunked processing; 30s windows typical,See distil-whisper + runtime docs; designed for faster inference,See model card and repo,,https://huggingface.co/distil-whisper,high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",Lower latency transcription on local hardware,Need maximum accuracy on hard audio,Distilled checkpoints; verify language coverage per model card.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
distil-whisper-small-en-whisper-cpp-int8,Distil-Whisper,distil-whisper-small.en,Local,ASR,"ASR, transcription",English for *.en; otherwise depends on checkpoint,Chunked streaming possible,,small.en,whisper.cpp,int8,CPU; Apple Silicon Metal acceleration available,Chunked processing; 30s windows typical,See distil-whisper + runtime docs; designed for faster inference,See model card and repo,,https://huggingface.co/distil-whisper,high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",Lower latency transcription on local hardware,Need maximum accuracy on hard audio,Distilled checkpoints; verify language coverage per model card.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
distil-whisper-small-en-whisper-cpp-int4,Distil-Whisper,distil-whisper-small.en,Local,ASR,"ASR, transcription",English for *.en; otherwise depends on checkpoint,Chunked streaming possible,,small.en,whisper.cpp,int4,CPU; Apple Silicon Metal acceleration available,Chunked processing; 30s windows typical,See distil-whisper + runtime docs; designed for faster inference,See model card and repo,,https://huggingface.co/distil-whisper,high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",Lower latency transcription on local hardware,Need maximum accuracy on hard audio,Distilled checkpoints; verify language coverage per model card.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
voxtral-realtime,Voxtral,realtime,Local and API,ASR,Streaming ASR,multilingual (see provider docs),Native streaming,sub-200 configurable (provider claim),Voxtral Realtime,Provider runtime / local weights (where available),,CPU or GPU; depends on deployment,Streaming,See provider docs,Apache 2.0 for open weights (verify per release),See provider pricing for API,https://mistral.ai/news/voxtral-transcribe-2,growing,medium,Streaming boundaries can hurt punctuation; diarization not guaranteed,Low latency mic transcription; live captions,Need fully offline with a mature ecosystem and tooling,Track both local and API surfaces if you plan hybrid deployments.,P0,production,realtime,payg,,"asr-api,tts-api",https://mistral.ai/news/voxtral-transcribe-2,2026-02-05T05:38:30Z,,medium
wav2vec2-family,wav2vec2,various,Local,ASR,ASR (varies by checkpoint),varies by checkpoint,varies; some support streaming decoding,,various checkpoints,PyTorch/ONNX/TensorRT/other depending on checkpoint,varies,CPU or GPU; varies,varies,See model cards or benchmarks per checkpoint,varies,,https://huggingface.co/models?pipeline_tag=automatic-speech-recognition&search=wav2vec2,high,high,Checkpoint quality varies; often needs domain-specific fine-tuning,"Domain-tuned ASR, specialized languages, research baselines",Need a single turnkey general-purpose ASR with minimal tuning,Treat as families; expand into concrete checkpoints you actually plan to run.,,,,,,,,2026-02-05T05:38:30Z,,
hubert-family,HuBERT,various,Local,ASR,ASR (varies by checkpoint),varies by checkpoint,varies; some support streaming decoding,,various checkpoints,PyTorch/ONNX/TensorRT/other depending on checkpoint,varies,CPU or GPU; varies,varies,See model cards or benchmarks per checkpoint,varies,,https://huggingface.co/models?search=hubert,high,high,Checkpoint quality varies; often needs domain-specific fine-tuning,"Domain-tuned ASR, specialized languages, research baselines",Need a single turnkey general-purpose ASR with minimal tuning,Treat as families; expand into concrete checkpoints you actually plan to run.,,,,,,,,2026-02-05T05:38:30Z,,
conformer-various-family,Conformer (various),various,Local,ASR,ASR (varies by checkpoint),varies by checkpoint,varies; some support streaming decoding,,various checkpoints,PyTorch/ONNX/TensorRT/other depending on checkpoint,varies,CPU or GPU; varies,varies,See model cards or benchmarks per checkpoint,varies,,https://huggingface.co/models?pipeline_tag=automatic-speech-recognition&search=conformer,medium,high,Checkpoint quality varies; often needs domain-specific fine-tuning,"Domain-tuned ASR, specialized languages, research baselines",Need a single turnkey general-purpose ASR with minimal tuning,Treat as families; expand into concrete checkpoints you actually plan to run.,,,,,,,,2026-02-05T05:38:30Z,,
nemo-asr-various-family,NeMo ASR (various),various,Local,ASR,ASR (varies by checkpoint),varies by checkpoint,varies; some support streaming decoding,,various checkpoints,PyTorch/ONNX/TensorRT/other depending on checkpoint,varies,CPU or GPU; varies,varies,See model cards or benchmarks per checkpoint,varies,,https://github.com/NVIDIA/NeMo,high,high,Checkpoint quality varies; often needs domain-specific fine-tuning,"Domain-tuned ASR, specialized languages, research baselines",Need a single turnkey general-purpose ASR with minimal tuning,Treat as families; expand into concrete checkpoints you actually plan to run.,,,,,,,,2026-02-05T05:38:30Z,,
espnet-recipes-models-family,ESPnet (recipes/models),various,Local,ASR,ASR (varies by checkpoint),varies by checkpoint,varies; some support streaming decoding,,various checkpoints,PyTorch/ONNX/TensorRT/other depending on checkpoint,varies,CPU or GPU; varies,varies,See model cards or benchmarks per checkpoint,varies,,https://github.com/espnet/espnet,high,high,Checkpoint quality varies; often needs domain-specific fine-tuning,"Domain-tuned ASR, specialized languages, research baselines",Need a single turnkey general-purpose ASR with minimal tuning,Treat as families; expand into concrete checkpoints you actually plan to run.,,,,,,,,2026-02-05T05:38:30Z,,
vosk-kaldi-various-family,Vosk/Kaldi (various),various,Local,ASR,ASR (varies by checkpoint),varies by checkpoint,varies; some support streaming decoding,,various checkpoints,PyTorch/ONNX/TensorRT/other depending on checkpoint,varies,CPU or GPU; varies,varies,See model cards or benchmarks per checkpoint,varies,,https://alphacephei.com/vosk/,medium,high,Checkpoint quality varies; often needs domain-specific fine-tuning,"Domain-tuned ASR, specialized languages, research baselines",Need a single turnkey general-purpose ASR with minimal tuning,Treat as families; expand into concrete checkpoints you actually plan to run.,,,,,,,,2026-02-05T05:38:30Z,,
deepspeech-legacy-family,DeepSpeech (legacy),various,Local,ASR,ASR (varies by checkpoint),varies by checkpoint,varies; some support streaming decoding,,various checkpoints,PyTorch/ONNX/TensorRT/other depending on checkpoint,varies,CPU or GPU; varies,varies,See model cards or benchmarks per checkpoint,varies,,https://github.com/mozilla/DeepSpeech,low,high,Checkpoint quality varies; often needs domain-specific fine-tuning,"Domain-tuned ASR, specialized languages, research baselines",Need a single turnkey general-purpose ASR with minimal tuning,Treat as families; expand into concrete checkpoints you actually plan to run.,,,,,,,,2026-02-05T05:38:30Z,,
openai-gpt-4o-mini-transcribe,OpenAI,gpt-4o-mini-transcribe,API,ASR,"Transcription (and sometimes diarization, language ID, keyword spotting)",varies,yes (provider dependent),,,Hosted API,,,provider limits,provider claims; benchmark yourself on your audio,commercial terms,see provider pricing,https://platform.openai.com/docs/models/gpt-4o-mini-transcribe,high,low,"Vendor limits, rate limits, privacy constraints, and domain drift","Fast time-to-ship, elastic scaling, multilingual coverage","Strict offline, privacy, or cost constraints",Treat as service entries; store pricing and limits separately because they change often.,,production,near-realtime,payg,,"asr-api,tts-api",,2026-02-05T05:38:30Z,,medium
google-speech-to-text-v2,Google Cloud,Speech-to-Text v2,API,ASR,"Transcription (and sometimes diarization, language ID, keyword spotting)",varies,yes (provider dependent),,,Hosted API,,,provider limits,provider claims; benchmark yourself on your audio,commercial terms,see provider pricing,https://cloud.google.com/speech-to-text,high,low,"Vendor limits, rate limits, privacy constraints, and domain drift","Fast time-to-ship, elastic scaling, multilingual coverage","Strict offline, privacy, or cost constraints",Treat as service entries; store pricing and limits separately because they change often.,,production,near-realtime,payg,,"asr-api,tts-api",,2026-02-05T05:38:30Z,,medium
aws-transcribe,AWS,Transcribe,API,ASR,"Transcription (and sometimes diarization, language ID, keyword spotting)",varies,yes (provider dependent),,,Hosted API,,,provider limits,provider claims; benchmark yourself on your audio,commercial terms,see provider pricing,https://aws.amazon.com/transcribe/,high,low,"Vendor limits, rate limits, privacy constraints, and domain drift","Fast time-to-ship, elastic scaling, multilingual coverage","Strict offline, privacy, or cost constraints",Treat as service entries; store pricing and limits separately because they change often.,,production,near-realtime,payg,,"asr-api,tts-api",,2026-02-05T05:38:30Z,,medium
azure-speech-to-text,Microsoft Azure,Speech to Text,API,ASR,"Transcription (and sometimes diarization, language ID, keyword spotting)",varies,yes (provider dependent),,,Hosted API,,,provider limits,provider claims; benchmark yourself on your audio,commercial terms,see provider pricing,https://learn.microsoft.com/azure/ai-services/speech-service/speech-to-text,high,low,"Vendor limits, rate limits, privacy constraints, and domain drift","Fast time-to-ship, elastic scaling, multilingual coverage","Strict offline, privacy, or cost constraints",Treat as service entries; store pricing and limits separately because they change often.,,production,near-realtime,payg,,"asr-api,tts-api",,2026-02-05T05:38:30Z,,medium
deepgram-asr,Deepgram,ASR,API,ASR,"Transcription (and sometimes diarization, language ID, keyword spotting)",varies,yes (provider dependent),,,Hosted API,,,provider limits,provider claims; benchmark yourself on your audio,commercial terms,see provider pricing,https://developers.deepgram.com/,high,low,"Vendor limits, rate limits, privacy constraints, and domain drift","Fast time-to-ship, elastic scaling, multilingual coverage","Strict offline, privacy, or cost constraints",Treat as service entries; store pricing and limits separately because they change often.,,production,near-realtime,payg,,"asr-api,tts-api",,2026-02-05T05:38:30Z,,medium
piper,Piper,various voices,Local,TTS,Speech synthesis; some support voice cloning and multilingual outputs,varies by voice/model,possible with chunked generation; not always native,,various,PyTorch / ONNX / other,varies,CPU ok for small models; GPU recommended for high quality and low latency,unlimited (generation),benchmark on your target device; MOS is often subjective,see repo/model card,,https://github.com/rhasspy/piper,medium,medium,"Pronunciation errors, prosody issues, voice drift, artifacts on long text","Offline narration, UI voices, kids apps, accessibility",Need studio-quality voice with strict brand consistency and SLAs,Store voices as separate assets; treat each voice pack as an entry if needed.,,,,,,,,2026-02-05T05:38:30Z,,
coqui-xtts-v2,XTTS,v2,Local,TTS + Voice cloning,Speech synthesis; some support voice cloning and multilingual outputs,varies by voice/model,possible with chunked generation; not always native,,various,PyTorch / ONNX / other,varies,CPU ok for small models; GPU recommended for high quality and low latency,unlimited (generation),benchmark on your target device; MOS is often subjective,see repo/model card,,https://huggingface.co/coqui/XTTS-v2,high,medium,"Pronunciation errors, prosody issues, voice drift, artifacts on long text","Offline narration, UI voices, kids apps, accessibility",Need studio-quality voice with strict brand consistency and SLAs,Store voices as separate assets; treat each voice pack as an entry if needed.,P2,,,,,,,2026-02-05T05:38:30Z,high,high
bark,Bark,latest,Local,TTS / text-to-audio,Speech synthesis; some support voice cloning and multilingual outputs,varies by voice/model,possible with chunked generation; not always native,,various,PyTorch / ONNX / other,varies,CPU ok for small models; GPU recommended for high quality and low latency,unlimited (generation),benchmark on your target device; MOS is often subjective,see repo/model card,,https://github.com/suno-ai/bark,high,medium,"Pronunciation errors, prosody issues, voice drift, artifacts on long text","Offline narration, UI voices, kids apps, accessibility",Need studio-quality voice with strict brand consistency and SLAs,Store voices as separate assets; treat each voice pack as an entry if needed.,,,,,,,,2026-02-05T05:38:30Z,,
styletts2,StyleTTS2,latest,Local,TTS,Speech synthesis; some support voice cloning and multilingual outputs,varies by voice/model,possible with chunked generation; not always native,,various,PyTorch / ONNX / other,varies,CPU ok for small models; GPU recommended for high quality and low latency,unlimited (generation),benchmark on your target device; MOS is often subjective,see repo/model card,,https://github.com/yl4579/StyleTTS2,medium,medium,"Pronunciation errors, prosody issues, voice drift, artifacts on long text","Offline narration, UI voices, kids apps, accessibility",Need studio-quality voice with strict brand consistency and SLAs,Store voices as separate assets; treat each voice pack as an entry if needed.,,,,,,,,2026-02-05T05:38:30Z,,
vits-family,VITS,various,Local,TTS,Speech synthesis; some support voice cloning and multilingual outputs,varies by voice/model,possible with chunked generation; not always native,,various,PyTorch / ONNX / other,varies,CPU ok for small models; GPU recommended for high quality and low latency,unlimited (generation),benchmark on your target device; MOS is often subjective,see repo/model card,,https://github.com/jaywalnut310/vits,high,medium,"Pronunciation errors, prosody issues, voice drift, artifacts on long text","Offline narration, UI voices, kids apps, accessibility",Need studio-quality voice with strict brand consistency and SLAs,Store voices as separate assets; treat each voice pack as an entry if needed.,,,,,,,,2026-02-05T05:38:30Z,,
openai-tts,OpenAI,TTS API,API,TTS,"Speech synthesis; sometimes SSML, voices, and cloning features",varies,yes (provider dependent),,,Hosted API,,,provider limits,provider claims; measure MOS and latency yourself,commercial terms,see provider pricing,https://platform.openai.com/docs/guides/text-to-speech,high,low,Voice availability varies; cost spikes at scale; occasional glitches,Production voices with reliability and variety,Offline-only or highly cost-sensitive use cases,Track voice IDs as separate resources.,,production,near-realtime,payg,,"asr-api,tts-api",,2026-02-05T05:38:30Z,,medium
elevenlabs-tts,ElevenLabs,TTS,API,TTS + Voice cloning,"Speech synthesis; sometimes SSML, voices, and cloning features",varies,yes (provider dependent),,,Hosted API,,,provider limits,provider claims; measure MOS and latency yourself,commercial terms,see provider pricing,https://elevenlabs.io/docs,high,low,Voice availability varies; cost spikes at scale; occasional glitches,Production voices with reliability and variety,Offline-only or highly cost-sensitive use cases,Track voice IDs as separate resources.,P2,production,near-realtime,payg,,"asr-api,tts-api",,2026-02-05T05:38:30Z,high,medium
azure-tts,Microsoft Azure,Neural TTS,API,TTS,"Speech synthesis; sometimes SSML, voices, and cloning features",varies,yes (provider dependent),,,Hosted API,,,provider limits,provider claims; measure MOS and latency yourself,commercial terms,see provider pricing,https://learn.microsoft.com/azure/ai-services/speech-service/text-to-speech,high,low,Voice availability varies; cost spikes at scale; occasional glitches,Production voices with reliability and variety,Offline-only or highly cost-sensitive use cases,Track voice IDs as separate resources.,,production,near-realtime,payg,,"asr-api,tts-api",,2026-02-05T05:38:30Z,,medium
google-tts,Google Cloud,Text-to-Speech,API,TTS,"Speech synthesis; sometimes SSML, voices, and cloning features",varies,yes (provider dependent),,,Hosted API,,,provider limits,provider claims; measure MOS and latency yourself,commercial terms,see provider pricing,https://cloud.google.com/text-to-speech,high,low,Voice availability varies; cost spikes at scale; occasional glitches,Production voices with reliability and variety,Offline-only or highly cost-sensitive use cases,Track voice IDs as separate resources.,,production,near-realtime,payg,,"asr-api,tts-api",,2026-02-05T05:38:30Z,,medium
aws-polly,AWS,Polly,API,TTS,"Speech synthesis; sometimes SSML, voices, and cloning features",varies,yes (provider dependent),,,Hosted API,,,provider limits,provider claims; measure MOS and latency yourself,commercial terms,see provider pricing,https://aws.amazon.com/polly/,high,low,Voice availability varies; cost spikes at scale; occasional glitches,Production voices with reliability and variety,Offline-only or highly cost-sensitive use cases,Track voice IDs as separate resources.,,production,near-realtime,payg,,"asr-api,tts-api",,2026-02-05T05:38:30Z,,medium
rvc-webui,RVC,latest,Local,Voice Conversion,Voice conversion / cloning (varies),varies,usually batch; real-time possible with heavy optimization,,varies,PyTorch / ONNX / custom,varies,GPU recommended; CPU often slow,short clips recommended for best quality,community benchmarks vary; test with your voices,see repo/model cards,,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,high,high,"Artifacts, robotic tone, identity leakage, poor generalization across accents","Character voices, dubbing experiments, voice style transfer",High-stakes identity use cases; legal and consent constraints,Strong policy and consent requirements in real products.,P2,,,,,,,2026-02-05T05:38:30Z,high,high
so-vits-svc,so-vits-svc,latest,Local,Voice Conversion / Singing VC,Voice conversion / cloning (varies),varies,usually batch; real-time possible with heavy optimization,,varies,PyTorch / ONNX / custom,varies,GPU recommended; CPU often slow,short clips recommended for best quality,community benchmarks vary; test with your voices,see repo/model cards,,https://github.com/svc-develop-team/so-vits-svc,high,high,"Artifacts, robotic tone, identity leakage, poor generalization across accents","Character voices, dubbing experiments, voice style transfer",High-stakes identity use cases; legal and consent constraints,Strong policy and consent requirements in real products.,P2,,,,,,,2026-02-05T05:38:30Z,high,high
openvoice,OpenVoice,latest,Local,Voice cloning,Voice conversion / cloning (varies),varies,usually batch; real-time possible with heavy optimization,,varies,PyTorch / ONNX / custom,varies,GPU recommended; CPU often slow,short clips recommended for best quality,community benchmarks vary; test with your voices,see repo/model cards,,https://github.com/myshell-ai/OpenVoice,high,high,"Artifacts, robotic tone, identity leakage, poor generalization across accents","Character voices, dubbing experiments, voice style transfer",High-stakes identity use cases; legal and consent constraints,Strong policy and consent requirements in real products.,P2,,,,,,,2026-02-05T05:38:30Z,high,high
deepfilternet,DeepFilterNet,latest,Local,Speech enhancement / noise suppression,"Noise suppression, dereverb, source separation (varies)",language-agnostic,some support streaming; often chunked,,various,C/C++ or PyTorch,varies,CPU ok for RNNoise; GPU helps for deep models,chunked,see repo; measure on your audio,see repo/model card,,https://github.com/Rikorose/DeepFilterNet,high,medium,"Musical noise, speech distortion, separation bleed","Improve ASR, clean mic input, isolate vocals/instruments",If artifacts are unacceptable or audio is already clean,Put before ASR; keep original audio for auditability.,P1,production,near-realtime,free/open,"mac,linux,windows","enhancement-speech,sep-music",,2026-02-05T05:38:30Z,,medium
rnnoise,RNNoise,latest,Local,Noise suppression,"Noise suppression, dereverb, source separation (varies)",language-agnostic,some support streaming; often chunked,,various,C/C++ or PyTorch,varies,CPU ok for RNNoise; GPU helps for deep models,chunked,see repo; measure on your audio,see repo/model card,,https://github.com/xiph/rnnoise,high,medium,"Musical noise, speech distortion, separation bleed","Improve ASR, clean mic input, isolate vocals/instruments",If artifacts are unacceptable or audio is already clean,Put before ASR; keep original audio for auditability.,P1,production,near-realtime,free/open,"mac,linux,windows","enhancement-speech,sep-music",,2026-02-05T05:38:30Z,,medium
demucs,Demucs,latest,Local,Source separation,"Noise suppression, dereverb, source separation (varies)",language-agnostic,some support streaming; often chunked,,various,C/C++ or PyTorch,varies,CPU ok for RNNoise; GPU helps for deep models,chunked,see repo; measure on your audio,see repo/model card,,https://github.com/facebookresearch/demucs,high,medium,"Musical noise, speech distortion, separation bleed","Improve ASR, clean mic input, isolate vocals/instruments",If artifacts are unacceptable or audio is already clean,Put before ASR; keep original audio for auditability.,P1,production,near-realtime,free/open,"mac,linux,windows","enhancement-speech,sep-music",,2026-02-05T05:38:30Z,,medium
speechbrain-sepformer,SepFormer (SpeechBrain),various,Local,Enhancement / separation,"Noise suppression, dereverb, source separation (varies)",language-agnostic,some support streaming; often chunked,,various,C/C++ or PyTorch,varies,CPU ok for RNNoise; GPU helps for deep models,chunked,see repo; measure on your audio,see repo/model card,,https://huggingface.co/speechbrain/sepformer-whamr-enhancement,high,medium,"Musical noise, speech distortion, separation bleed","Improve ASR, clean mic input, isolate vocals/instruments",If artifacts are unacceptable or audio is already clean,Put before ASR; keep original audio for auditability.,P1,production,near-realtime,free/open,"mac,linux,windows","enhancement-speech,sep-music",,2026-02-05T05:38:30Z,,medium
yamnet,YAMNet,1,Local,Audio event classification,"Embedding extraction, tagging, retrieval, zero-shot matching (varies)",language-agnostic for non-speech tasks; CLAP supports text prompts,possible with sliding windows,,various,TF/PyTorch,varies,CPU ok; GPU helps for throughput,"windowed (e.g., 0.96s to a few seconds)",AudioSet and task-specific evaluations; see model docs,see repo/model cards,,https://www.tensorflow.org/hub/tutorials/yamnet,high,low,Domain mismatch; false positives on similar sounds,"Audio search, tagging, anomaly detection, dataset triage",Need precise event boundaries without a dedicated detection model,Store embeddings with versioning for reproducibility.,P1,production,batch,free/open,"mac,linux,windows","tagging-audioset,retrieval-clap",,2026-02-05T05:38:30Z,,medium
panns-cnn14,PANNs CNN14,various,Local,Audio tagging / embeddings,"Embedding extraction, tagging, retrieval, zero-shot matching (varies)",language-agnostic for non-speech tasks; CLAP supports text prompts,possible with sliding windows,,various,TF/PyTorch,varies,CPU ok; GPU helps for throughput,"windowed (e.g., 0.96s to a few seconds)",AudioSet and task-specific evaluations; see model docs,see repo/model cards,,https://github.com/qiuqiangkong/audioset_tagging_cnn,high,low,Domain mismatch; false positives on similar sounds,"Audio search, tagging, anomaly detection, dataset triage",Need precise event boundaries without a dedicated detection model,Store embeddings with versioning for reproducibility.,P1,production,batch,free/open,"mac,linux,windows","tagging-audioset,retrieval-clap",,2026-02-05T05:38:30Z,,medium
